"#Report name","Broadcast RCs by popularity - Browsers"
"#Site","broadcastredbutton"
"#Reporting period","01-09-2018 until 30-09-2018"
"#Segment","All browsers"
"#Visit filter","All visits"
"#Event filter","All events"

"#Broadcast MHEG RCs by Popularity - Browsers"

"action_type","rc_transition"
"action_name","transition"

"destination_rc","Browsers"
"/c/tvIp_B1_NI","27,390"
"/tier1/rc/sp/SportOtherSportSport1","27,295"
"/tier1/rc/sp/SportFootballFinalsHeadlines","27,009"
"/c/tvIp_BLR","26,978"
"/d/r/sp/8e","26,936"
"/d/r/sp/12","26,753"
"/d/r/en/4e","26,647"
"/d/r/sp/HLT","26,624"
"/c/tvIp_CBEB","26,621"
"/d/r/ne/IJH","26,596"
"/d/r/ne/ab","26,558"
"/d/r/tr/RU","26,527"
"/tier1/rc/ne/14SimpleStory3","26,383"
"/d/r/ne/288","26,293"
"/tier1/rc/ne/14SimpleStory1","26,251"
"/d/r/ne/174","26,204"
"/tier1/rc/ne/14SimpleStory5","26,198"
"/d/r/tr/RV","26,176"
"/d/r/sp/HJI","26,152"
"/d/r/sp/115","26,102"
"/tier1/rc/ne/14SimpleStory2","26,100"
"/d/r/ne/1c2","26,076"
"/tier1/rc/sp/SportFootballFinalsResults","26,057"
"/tier1/rc/en/EntertainmentNewsTopStory","26,045"
"/d/r/tr/3b1","26,027"
"/d/r/sp/8b","25,953"
"/d/r/sp/333","25,935"
"/d/r/sp/339","25,891"
"/c/tvIp_B2HD","25,867"
"/d/r/ne/1b6","25,808"
"/d/r/sp/15c","25,771"
"/tier1/rc/sp/95SimpleStory5","25,522"
"/d/r/ne/262","25,485"
"/tier1/rc/ne/14SimpleStory6","25,473"
"/d/r/ne/285","25,354"
"/tier1/rc/sp/SportTennis","25,254"
"/d/r/sp/280","25,155"
"/d/r/ne/183","25,071"
"/tier1/rc/ne/14SimpleStory7","24,981"
"/tier1/rc/ne/15SimpleStory1","24,790"
"/tier1/rc/ne/NewsUKRegionsWalesHeadlines","24,655"
"/d/r/ne/2b9","24,615"
"/d/r/en/249","24,612"
"/d/r/sp/11","24,543"
"/d/r/sp/QH","24,502"
"/d/r/ne/7b","24,484"
"/d/r/ne/b8","24,399"
"/tier1/rc/ne/NewsHealth","24,345"
"/d/r/ne/2bb","24,195"
"/tier1/rc/ne/NewsUKRegionsNorthWest","24,163"
"/tier1/rc/ne/14SimpleStory8","24,147"
"/d/r/ne/ILG","24,131"
"/d/r/sp/HJL","24,123"
"/d/r/sp/4f","24,105"
"/d/r/ne/173","24,082"
"/d/r/sp/1f9","24,067"
"/tier1/rc/sp/112SimpleStory0","24,042"
"/d/r/ne/1bf","24,020"
"/d/r/ne/ad","24,014"
"/d/r/ne/IKT","23,988"
"/d/r/ne/f2","23,908"
"/d/r/sp/90","23,884"
"/tier1/rc/sp/100SimpleStory1","23,811"
"/tier1/rc/ne/16SimpleStory1","23,780"
"/tier1/rc/ne/NewsUKRegionsScotlandHeadlines","23,665"
"/tier1/rc/en/23SimpleStory1","23,391"
"/d/r/tr/39f","23,223"
"/d/r/sp/216","23,151"
"/d/r/ne/30e","23,126"
"/d/r/ne/5d","23,088"
"/tier1/rc/en/23SimpleStory3","23,008"
"/tier1/rc/en/23SimpleStory2","22,965"
"/tier1/rc/en/23SimpleStory4","22,939"
"/d/r/sp/180","22,864"
"/tier1/rc/tr/Ho","22,851"
"/tier1/rc/ne/14SimpleStory9","22,811"
"/d/r/sp/33c","22,810"
"/d/r/tr/3a4","22,744"
"/tv/rc/tvIp_B2HD","22,666"
"/d/r/ne/1d7","22,640"
"/d/r/ne/178","22,623"
"/d/r/ne/194","22,511"
"/c/tv_RB1","22,456"
"/d/r/tr/41f","22,435"
"/d/r/sp/2b2","22,419"
"/tier1/rc/sp/SportOtherSportSport2Headlines","22,398"
"/d/r/ne/28f","22,332"
"/d/r/ne/IKV","22,271"
"/d/r/tr/41e","22,244"
"/tier1/rc/sp/95SimpleStory6","22,213"
"/d/r/sp/c9","22,161"
"/tier1/rc/sp/105SimpleStory0","22,110"
"/d/r/ne/2f7","22,004"
"/tier1/rc/en/23SimpleStory5","21,954"
"/d/r/tr/3e3","21,945"
"/d/r/ne/1b8","21,890"
"/d/r/ne/2f8","21,859"
"/d/r/sp/QJ","21,764"
"/b/bridge_R4FM","21,710"
"/d/r/tr/386","21,643"
"/d/r/ne/f4","21,603"
"/d/r/tr/399","21,576"
"/d/r/tr/40f","21,557"
"/d/r/sp/1c6","21,506"
"/d/r/sp/QK","21,500"
"/d/r/ne/b9","21,491"
"/r/apol_ait_launch.rc","21,261"
"/d/r/ne/182","21,229"
"/tier1/rc/ne/NewsUKRegionsSouthEast","21,114"
"/d/r/sp/2f","21,075"
"/d/r/sp/2e","21,073"
"/tier1/rc/en/23SimpleStory6","21,049"
"/d/r/ne/2f6","21,013"
"/tier1/rc/ne/17SimpleStory1","21,006"
"/d/r/sp/235","20,694"
"/d/r/tr/413","20,565"
"/tier1/rc/sp/105SimpleStory1","20,498"
"/d/r/ne/a3","20,434"
"/d/r/ne/177","20,379"
"/d/r/ne/7d","20,379"
"/tier1/rc/ne/NewsNewspapersSimpleStory0","20,356"
"/d/r/sp/1f8","20,347"
"/d/r/tr/3fe","20,345"
"/d/r/en/TP","20,328"
"/d/r/ne/273","20,237"
"/tv/rc/tvIp_B1HD_EN","20,228"
"/d/r/tr/41a","20,199"
"/d/r/ne/ba","20,107"
"/d/r/en/99","20,086"
"/d/r/ne/1d6","20,066"
"/d/r/ne/5e","20,053"
"/d/r/ne/284","20,046"
"/d/r/tr/40c","19,887"
"/tier1/rc/en/EntertainmentLotteryGame1","19,870"
"/tier1/rc/sp/SportRegions","19,843"
"/tier1/rc/sp/105SimpleStory2","19,753"
"/d/r/ne/184","19,698"
"/d/r/sp/229","19,662"
"/d/r/sp/31c","19,615"
"/d/r/en/TO","19,449"
"/d/r/tr/3fd","19,429"
"/d/r/sp/1d4","19,404"
"/d/r/tr/37d","19,330"
"/d/r/ne/230","19,274"
"/d/r/ne/10d","19,262"
"/d/r/we/HRI","19,169"
"/d/r/ne/15f","19,123"
"/d/r/sp/e6","19,082"
"/d/r/ne/7a","19,069"
"/tier1/rc/sp/SportTennisHeadlines","19,054"
"/d/r/sp/17f","19,014"
"/c/tvIp_R4FM","18,999"
"/d/r/ne/1ee","18,910"
"/d/r/tr/406","18,907"
"/d/r/ne/25a","18,903"
"/d/r/sp/QI","18,823"
"/d/r/ne/7c","18,812"
"/b/bridge_BPMT","18,787"
"/d/r/sp/24b","18,735"
"/svs/rc/menu","18,694"
"/d/r/tr/423","18,689"
"/tier1/rc/ne/NewsUKRegionsYorkLincs","18,673"
"/tier1/rc/sp/97SimpleStory9","18,623"
"/d/r/ne/20a","18,601"
"/d/r/ne/290","18,551"
"/d/r/tr/405","18,540"
"/tier1/rc/ne/NewsUKRegionsSouthWest","18,287"
"/tv/rc/tvIp_BNHD","18,287"
"/d/r/ne/196","18,242"
"/d/r/tr/404","18,191"
"/tier1/rc/ne/NewsUKRegionsEast","18,174"
"/d/r/en/d0","18,123"
"/d/r/ne/49","18,113"
"/tier1/rc/sp/95SimpleStory7","18,064"
"/d/r/sp/30","18,046"
"/d/r/sp/222","17,904"
"/tier1/rc/ne/NewsPoliticssub1","17,886"
"/tier1/rc/en/23SimpleStory7","17,856"
"/d/r/ne/2cf","17,849"
"/tier1/rc/sp/105SimpleStory3","17,832"
"/d/r/tr/39a","17,828"
"/d/r/ne/IKS","17,790"
"/d/r/ne/5f","17,785"
"/d/r/ne/1ec","17,761"
"/d/r/tr/3ff","17,693"
"/d/r/ne/1ed","17,662"
"/tier1/rc/sp/SportRugbyUnionHeadlines","17,641"
"/tier1/rc/we/weatherdurationmenu3","17,641"
"/d/r/en/9a","17,591"
"/d/r/ne/32b","17,542"
"/d/r/tr/38d","17,515"
"/tier1/rc/sp/112SimpleStory1","17,503"
"/d/r/tr/3f9","17,417"
"/tier1/rc/en/04SimpleStory0","17,313"
"/d/r/ne/274","17,292"
"/d/r/ne/259","17,247"
"/d/r/tr/39e","17,241"
"/d/r/ne/18d","17,239"
"/d/r/ne/a4","17,204"
"/d/r/en/2e9","17,158"
"/c/tvIp_B4","17,109"
"/d/r/en/18f","17,105"
"/c/tvIp_R5LI","16,987"
"/d/r/tr/38f","16,880"
"/d/r/sp/13","16,856"
"/d/r/sp/189","16,773"
"/d/r/ne/291","16,743"
"/d/r/ne/20b","16,682"
"/d/r/ne/63","16,614"
"/tier1/rc/sp/98SimpleStory5","16,602"
"/d/r/sp/QQ","16,568"
"/d/r/ne/2ce","16,380"
"/d/r/sp/26e","16,377"
"/d/r/sp/14d","16,376"
"/d/r/sp/QM","16,344"
"/tier1/rc/sp/99SimpleStory0","16,301"
"/d/r/tr/397","16,291"
"/d/r/ne/7e","16,235"
"/d/r/ne/a2","16,143"
"/d/r/ne/2d0","16,042"
"/d/r/sp/bc","15,997"
"/d/r/en/148","15,994"
"/d/r/sp/350","15,970"
"/d/r/tr/388","15,917"
"/d/r/tr/3af","15,713"
"/d/r/ne/231","15,711"
"/d/r/we/HRG","15,648"
"/d/r/ne/e","15,625"
"/d/r/ne/b6","15,523"
"/d/r/sp/c4","15,385"
"/d/r/ne/195","15,364"
"/tier1/rc/we/weatherdurationmenu7","15,312"
"/d/r/ne/25b","15,309"
"/d/r/sp/234","15,305"
"/d/r/ne/31e","15,287"
"/d/r/sp/7f","15,270"
"/d/r/ne/292","15,231"
"/tier1/rc/sp/105SimpleStory4","15,166"
"/d/r/tr/414","15,157"
"/d/r/ne/1b3","15,098"
"/tier1/rc/sp/100SimpleStory2","15,080"
"/d/r/sp/HJP","15,059"
"/d/r/tr/39b","15,019"
"/tier1/rc/ne/NewsUKRegionsSouth","14,890"
"/tier1/rc/we/weathermap5day3","14,866"
"/d/r/ne/IJI","14,819"
"/d/r/ne/120","14,783"
"/d/r/ne/2b3","14,676"
"/d/r/ne/17c","14,620"
"/d/r/ne/d","14,613"
"/d/r/tr/38e","14,551"
"/tier1/rc/sp/99SimpleStory3","14,547"
"/d/r/tr/37c","14,546"
"/d/r/ne/IJG","14,521"
"/d/r/tr/39d","14,452"
"/d/r/tr/38c","14,399"
"/tier1/rc/tr/rem0","14,362"
"/d/r/sp/51","14,352"
"/tier1/rc/sp/108SimpleStory3","14,235"
"/d/r/ne/2c2","14,233"
"/d/r/sp/e8","14,178"
"/d/r/ne/a1","14,175"
"/tier1/rc/sp/SportCricketScoressub1","14,132"
"/d/r/ne/232","14,072"
"/d/r/sp/92","14,017"
"/d/r/sp/HLM","13,990"
"/d/r/ne/17e","13,922"
"/tier1/rc/sp/99SimpleStory4","13,908"
"/d/r/tr/37e","13,838"
"/d/r/ne/a5","13,798"
"/d/r/ne/f","13,786"
"/tier1/rc/ne/15SimpleStory5","13,693"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory0","13,673"
"/d/r/tr/400","13,609"
"/d/r/en/a9","13,591"
"/tier1/rc/ne/16SimpleStory2","13,591"
"/c/tvIp_B2_SC","13,570"
"/d/r/ne/18","13,567"
"/tier1/rc/sp/SportOtherSportSport5Headlines","13,516"
"/d/r/sp/336","13,476"
"/tier1/rc/sp/SportRugbyLeague","13,471"
"/tier1/rc/we/weathersummarymenu","13,460"
"/d/r/tr/387","13,455"
"/d/r/ne/17d","13,397"
"/tier1/rc/we/weatherdurationmenu6","13,395"
"/d/r/ne/13a","13,293"
"/tier1/rc/we/weathermap5day7","13,290"
"/d/r/sp/c5","13,268"
"/tier1/rc/ne/10SimpleStory12","13,228"
"/d/r/ne/209","13,203"
"/tier1/rc/ne/NewsTechnologysub1","13,200"
"/d/r/tr/3ac","13,156"
"/tier1/rc/ne/NewsUKRegionsWestMidlands","13,132"
"/d/r/ne/1f3","13,127"
"/tier1/rc/sp/99SimpleStory1","13,094"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory4","13,059"
"/tier1/rc/sp/107SimpleStory0","13,050"
"/tier1/rc/sp/149SimpleStory0","13,022"
"/d/r/sp/124","13,011"
"/b/bridge_R3","12,958"
"/c/tvIp_R5SX","12,764"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory3","12,753"
"/d/r/ne/185","12,744"
"/tier1/rc/ne/NewsUKRegionsScotlandHeadlinessub1","12,729"
"/d/r/ne/65","12,723"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory2","12,718"
"/tier1/rc/sp/99SimpleStory6","12,660"
"/d/r/ne/267","12,524"
"/tier1/rc/sp/98SimpleStory6","12,490"
"/d/r/sp/8d","12,471"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory0","12,458"
"/d/r/ne/a6","12,423"
"/d/r/tr/417","12,419"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory1","12,410"
"/tier1/rc/sp/108SimpleStory11","12,406"
"/d/r/ne/233","12,402"
"/d/r/sp/153","12,380"
"/d/r/ne/17","12,377"
"/d/r/sp/c6","12,348"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory5","12,341"
"/tier1/rc/we/weathermap24hour3","12,325"
"/tier1/rc/we/weatherdurationmenu4","12,319"
"/tier1/rc/ne/NewsUKRegionsWalesHeadlinessub1","12,302"
"/d/r/ne/308","12,243"
"/d/r/sp/94","12,243"
"/tier1/rc/ne/NewsUKRegionsLondon","12,243"
"/d/r/ne/208","12,241"
"/d/r/ne/240","12,224"
"/tier1/rc/en/EntertainmentLotteryGame2","12,218"
"/d/r/ne/b5","12,212"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory6","12,210"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory3","12,183"
"/tier1/rc/sp/99SimpleStory5","12,169"
"/d/r/sp/80","12,145"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory4","12,107"
"/d/r/ne/260","12,103"
"/tier1/rc/sp/SportRugbyUnionScores","12,102"
"/d/r/ne/2a7","12,078"
"/d/r/ne/2bc","12,065"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory7","12,055"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory1","12,050"
"/d/r/ne/1f1","12,039"
"/tier1/rc/sp/108SimpleStory4","11,995"
"/tier1/rc/sp/SportGolfScores","11,993"
"/tier1/rc/sp/100SimpleStory3","11,970"
"/tier1/rc/we/weatherdurationmenu2","11,940"
"/d/r/ne/1f2","11,914"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory2","11,745"
"/d/r/sp/c8","11,714"
"/d/r/ne/261","11,707"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory8","11,701"
"/tier1/rc/ne/NewsUKRegionsNorthWestCumbria","11,651"
"/d/r/ne/64","11,634"
"/tier1/rc/en/23SimpleStory8","11,629"
"/d/r/tr/3aa","11,599"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory5","11,566"
"/d/r/sp/c7","11,557"
"/d/r/ne/2da","11,543"
"/d/r/ne/25f","11,533"
"/tier1/rc/ne/NewsUKRegionsNorthWestManchester","11,506"
"/d/r/sp/26c","11,496"
"/tier1/rc/ne/NewsHealthsub1","11,476"
"/b/bridge_CBBC","11,421"
"/tier1/rc/ne/NewsUKRegionsNorthWestLancashire","11,416"
"/d/r/ne/19","11,375"
"/tier1/rc/we/weathermap5day6","11,372"
"/tier1/rc/ne/FreeSatNewsUKRegionsWalesHeadlinesStory9","11,350"
"/d/r/ne/b4","11,301"
"/d/r/sp/26d","11,300"
"/d/r/sp/26b","11,299"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory6","11,285"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory7","11,283"
"/d/r/en/190","11,275"
"/tier1/rc/sp/95SimpleStory8","11,269"
"/tier1/rc/ne/20SimpleStory0","11,242"
"/d/r/ne/46","11,235"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory8","11,220"
"/d/r/ne/a7","11,213"
"/tier1/rc/sp/SportMotorSportResults","11,199"
"/tier1/rc/ne/15SimpleStory3","11,179"
"/d/r/sp/f9","11,167"
"/d/r/ne/11f","11,158"
"/d/r/sp/QP","11,083"
"/c/tvIp_B1HD_SC","11,021"
"/d/r/tr/409","11,006"
"/tier1/rc/en/05SimpleStory0","11,002"
"/tier1/rc/tr/mom0","10,977"
"/d/r/sp/10b","10,975"
"/tier1/rc/ne/15SimpleStory4","10,972"
"/d/r/ne/30a","10,969"
"/d/r/sp/QO","10,877"
"/tier1/rc/ne/15SimpleStory2","10,772"
"/tier1/rc/ne/NewsUKRegionsEastMidlands","10,767"
"/tier1/rc/ne/NewsUKRegionsSouthEastKent","10,725"
"/tier1/rc/ne/NewsSciTechsub1","10,718"
"/tier1/rc/ne/FreeSatNewsUKRegionsScotlandHeadlinesStory9","10,703"
"/d/r/sp/19b","10,700"
"/tv/rc/tvIp_B1HD_WA","10,624"
"/d/r/sp/f8","10,578"
"/d/r/tr/3a2","10,529"
"/d/r/en/a8","10,517"
"/d/r/sp/2a2","10,496"
"/tv/rc/bridge_B1HD_NI","10,396"
"/tier1/rc/we/weatherdurationmenu5","10,374"
"/tier1/rc/sp/SportCricketTables","10,344"
"/tier1/rc/sp/149SimpleStory1","10,331"
"/d/r/ne/268","10,324"
"/b/bridge_SCOT","10,308"
"/tier1/rc/we/weathermap5day4","10,276"
"/d/r/tr/40d","10,253"
"/tv/rc/bridge_B2_WA","10,219"
"/d/r/sp/36a","10,214"
"/d/r/sp/1cb","10,212"
"/d/r/we/HRH","10,212"
"/d/r/sp/14f","10,145"
"/tier1/rc/we/weathermap5day2","10,136"
"/d/r/sp/19a","10,134"
"/tier1/rc/ne/20SimpleStory1","10,106"
"/d/r/sp/fa","10,100"
"/d/r/ne/11e","10,098"
"/d/r/tr/411","10,079"
"/d/r/ne/331","10,078"
"/tier1/rc/ne/NewsUKRegionsNorthernIreland","10,072"
"/tier1/rc/ne/NewsUKRegionsNorthEast","10,063"
"/tier1/rc/we/weathermap24hour7","10,063"
"/d/r/sp/251","10,056"
"/d/r/ne/2d5","10,055"
"/tier1/rc/sp/108SimpleStory5","10,026"
"/d/r/sp/294","9,998"
"/d/r/sp/QL","9,998"
"/d/r/en/205","9,938"
"/d/r/sp/HLN","9,911"
"/tier1/rc/ne/16SimpleStory6","9,893"
"/tier1/rc/ne/NewsUKRegionsNorthWestLiverpool","9,874"
"/d/r/we/HRK","9,873"
"/d/r/he/h5","9,819"
"/d/r/sp/121","9,780"
"/d/r/ne/2a6","9,772"
"/tier1/rc/sp/100SimpleStory4","9,767"
"/d/r/sp/324","9,751"
"/tv/rc/bridge_BN","9,733"
"/tier1/rc/ne/18SimpleStory4","9,703"
"/d/r/ne/3f","9,687"
"/d/r/sp/19c","9,626"
"/tier1/rc/sp/112SimpleStory2","9,602"
"/d/r/ne/309","9,596"
"/d/r/sp/1fe","9,575"
"/d/r/en/aa","9,446"
"/tier1/rc/sp/SportTennisResults","9,395"
"/tier1/rc/ne/20SimpleStory2","9,389"
"/tier1/rc/sp/124SimpleStory0","9,374"
"/tier1/rc/sp/108SimpleStory0","9,315"
"/d/r/ne/48","9,304"
"/tier1/rc/sp/99SimpleStory2","9,220"
"/d/r/tr/40a","9,201"
"/d/r/sp/10a","9,197"
"/tier1/rc/we/weatherworldmenu","9,190"
"/d/r/ne/137","9,184"
"/tier1/rc/ne/21SimpleStory0","9,162"
"/tier1/rc/sp/107SimpleStory1","9,148"
"/tier1/rc/ne/18SimpleStory5","9,131"
"/d/r/sp/2ac","9,075"
"/tier1/rc/we/weathermap24hour6","9,012"
"/d/r/ne/2a8","8,964"
"/d/r/tr/40e","8,959"
"/d/r/sp/1da","8,931"
"/d/r/sp/298","8,922"
"/d/r/ne/138","8,910"
"/tier1/rc/we/weathermap5day5","8,897"
"/tier1/rc/ne/18SimpleStory3","8,872"
"/b/bridge_CBBCHD","8,856"
"/d/r/ne/139","8,847"
"/d/r/sp/2ca","8,831"
"/d/r/sp/1ff","8,826"
"/tv/rc/tvIp_B1HD_SC","8,826"
"/tier1/rc/ne/18SimpleStory6","8,808"
"/d/r/ne/40","8,784"
"/d/r/ne/41","8,771"
"/tier1/rc/sp/98SimpleStory7","8,706"
"/tier1/rc/ne/NewsUKRegionsSouthEastSurrey","8,701"
"/d/r/en/191","8,690"
"/tier1/rc/ne/20SimpleStory3","8,678"
"/d/r/ne/42","8,676"
"/d/r/sp/369","8,660"
"/tier1/rc/we/weathersummarytext2","8,658"
"/d/r/ne/269","8,649"
"/tier1/rc/ne/18SimpleStory7","8,648"
"/tier1/rc/we/weathersummarytext1","8,635"
"/d/r/ne/38","8,612"
"/d/r/sp/236","8,612"
"/tier1/rc/ne/NewsUKRegionsSouthWestCornwall","8,582"
"/tier1/rc/ne/NewsUKRegionsSouthWestDevon","8,579"
"/tv/rc/bridge_B2_SC","8,575"
"/b/bridge_R1","8,572"
"/tier1/rc/sp/100SimpleStory5","8,571"
"/tier1/rc/sp/108SimpleStory6","8,571"
"/d/r/ne/1a9","8,525"
"/tier1/rc/sp/SportTennisResultsMen","8,504"
"/tv/rc/bridge_B4HD","8,450"
"/tier1/rc/ne/21SimpleStory1","8,445"
"/tier1/rc/ne/18SimpleStory0","8,433"
"/tier1/rc/ne/21SimpleStory2","8,406"
"/tier1/rc/ne/NewsUKRegionsEastNorfolk","8,359"
"/tier1/rc/ne/18SimpleStory8","8,318"
"/tier1/rc/we/weathermap24hour4","8,281"
"/tier1/rc/we/weathersummarytext3","8,261"
"/tier1/rc/ne/18SimpleStory2","8,250"
"/tier1/rc/ne/15SimpleStory6","8,241"
"/tier1/rc/ne/NewsUKRegionsNorthEastTyne","8,241"
"/tier1/rc/sp/108SimpleStory8","8,232"
"/tier1/rc/ne/21SimpleStory4","8,226"
"/d/r/ne/2f0","8,170"
"/tier1/rc/sp/SportRugbyLeagueHeadlines","8,128"
"/d/r/sp/2","8,118"
"/tier1/rc/ne/NewsUKRegionsSouthHampshireAndIow","8,117"
"/tier1/rc/ne/20SimpleStory4","8,076"
"/d/r/sp/14e","8,072"
"/d/r/sp/93","8,049"
"/tier1/rc/sp/107SimpleStory2","8,035"
"/d/r/sp/1cc","8,002"
"/tier1/rc/sp/105SimpleStory5","7,998"
"/tier1/rc/ne/NewsUKRegionsYorkLincsSheffieldAndSouthYorks","7,989"
"/tier1/rc/sp/108SimpleStory7","7,980"
"/tier1/rc/ne/NewsUKRegionsEastEssex","7,975"
"/tier1/rc/we/weathermap24hour2","7,973"
"/tier1/rc/ne/NewsUKRegionsSouthDorset","7,967"
"/d/r/ne/26a","7,954"
"/tier1/rc/ne/NewsUKRegionsYorkLincsLeedsAndWestYorks","7,893"
"/tier1/rc/ne/21SimpleStory3","7,889"
"/d/r/ne/d7","7,885"
"/tier1/rc/ne/15SimpleStory7","7,860"
"/d/r/sp/100","7,837"
"/d/r/ne/47","7,742"
"/tier1/rc/ne/18SimpleStory1","7,730"
"/d/r/we/HRJ","7,715"
"/d/r/tr/410","7,704"
"/tier1/rc/ne/18SimpleStory9","7,700"
"/d/r/tr/421","7,680"
"/tier1/rc/we/weatherworld1","7,665"
"/tier1/rc/ne/NewsUKRegionsWestMidlandsBirmAndBlack","7,618"
"/tier1/rc/sp/SportCricketHeadlinessub1","7,586"
"/tier1/rc/ne/NewsUKRegionsYorkLincsYorkAndNorthYorks","7,551"
"/tier1/rc/sp/109SimpleStory0","7,510"
"/c/tvIp_R3","7,436"
"/tier1/rc/sp/SportRugbyUnionHeadlinessub1","7,431"
"/tier1/rc/tr/ram0","7,417"
"/tier1/rc/sp/124SimpleStory1","7,404"
"/d/r/sp/20c","7,350"
"/tier1/rc/sp/115SimpleStory0","7,335"
"/d/r/sp/366","7,324"
"/tier1/rc/we/weatherdurationmenu1","7,271"
"/tier1/rc/sp/114SimpleStory0","7,268"
"/d/r/sp/1a8","7,255"
"/c/tvIp_R1","7,251"
"/tier1/rc/ne/NewsUKRegionsEastSuffolk","7,213"
"/tier1/rc/sp/SportOtherSportSport6","7,132"
"/tier1/rc/ne/21SimpleStory5","7,079"
"/tier1/rc/ne/NewsUKRegionsLondonsub1","7,062"
"/tier1/rc/sp/SportOtherSportSport6Headlines","7,047"
"/d/r/ne/ff","7,043"
"/tier1/rc/we/weathermap24hour5","7,042"
"/b/bridge_R4EX","7,025"
"/d/r/sp/35d","7,023"
"/d/r/sp/be","7,022"
"/d/r/en/192","7,020"
"/tier1/rc/tr/rem1","6,980"
"/d/r/en/193","6,938"
"/d/r/ne/d6","6,889"
"/d/r/sp/1a6","6,883"
"/tier1/rc/sp/SportGolfResults","6,875"
"/tier1/rc/ne/NewsUKRegionsEastBedsHertsAndBucks","6,870"
"/tier1/rc/we/weathersummarytable","6,865"
"/tier1/rc/sp/107SimpleStory3","6,836"
"/c/tvIp_B2_WA","6,784"
"/tier1/rc/ne/20SimpleStory5","6,773"
"/tier1/rc/ne/21SimpleStory6","6,756"
"/radio/rc/tv_R2","6,741"
"/tier1/rc/ne/NewsUKRegionsSouthWestBristol","6,686"
"/d/r/sp/1","6,678"
"/tier1/rc/ne/NewsUKRegionsSouthWestSomerset","6,657"
"/tier1/rc/ne/NewsUKRegionsYorkLincsLincolnshire","6,614"
"/d/r/tr/3ee","6,606"
"/tier1/rc/sp/SportTennisScores","6,603"
"/d/r/ne/fd","6,574"
"/d/r/ne/d5","6,571"
"/tier1/rc/ne/22SimpleStory0","6,571"
"/tier1/rc/sp/SportRegionalScotland","6,570"
"/tier1/rc/ne/NewsUKRegionsScotlandEdinburghEastAndFife","6,561"
"/tier1/rc/sp/114SimpleStory1","6,497"
"/d/r/tr/3e5","6,482"
"/tier1/rc/sp/115SimpleStory1","6,420"
"/tier1/rc/ne/22SimpleStory1","6,360"
"/d/r/sp/19d","6,317"
"/tier1/rc/ne/22SimpleStory4","6,294"
"/d/r/sp/102","6,261"
"/d/r/sp/299","6,259"
"/c/tvIp_CBBC","6,258"
"/d/r/sp/4","6,230"
"/tier1/rc/ne/NewsUKRegionsNorthEastTees","6,214"
"/tier1/rc/sp/124SimpleStory2","6,204"
"/d/r/tr/420","6,190"
"/tier1/rc/en/23SimpleStory9","6,139"
"/tier1/rc/sp/SportMotorSportStandings","6,139"
"/d/r/tr/39c","6,123"
"/tier1/rc/sp/98SimpleStory8","6,095"
"/tier1/rc/ne/22SimpleStory2","6,088"
"/b/bridge_R6MU","6,076"
"/d/r/sp/19e","6,074"
"/d/r/sp/50","6,060"
"/tier1/rc/sp/SportMotorSportCalendar","6,056"
"/d/r/tr/396","6,054"
"/tier1/rc/ne/NewsUKRegionsEastCambridgeshire","6,035"
"/tier1/rc/ne/20SimpleStory6","6,010"
"/tier1/rc/ne/NewsUKRegionsSouthEastSussex","5,995"
"/tier1/rc/sp/SportRugbyLeagueScores","5,983"
"/tier1/rc/ne/22SimpleStory3","5,979"
"/d/r/sp/HLI","5,959"
"/d/r/sp/2c9","5,945"
"/tier1/rc/ne/NewsUKRegionsYorkLincsHumberside","5,909"
"/d/r/sp/3","5,885"
"/tv/rc/tv_B1_EN","5,873"
"/c/tvIp_B1HD_WA","5,831"
"/tier1/rc/sp/114SimpleStory2","5,813"
"/tier1/rc/sp/SportTennisScoresMen","5,809"
"/d/r/sp/14c","5,802"
"/d/r/sp/20d","5,791"
"/tier1/rc/we/weathermap5day1","5,783"
"/tier1/rc/ne/21SimpleStory7","5,781"
"/d/r/ne/1cf","5,760"
"/tier1/rc/ne/16SimpleStory7","5,732"
"/d/r/sp/16b","5,726"
